record_id,date,year,month,week_of_year,weekly_tourist_arrivals,mount_siguniang_search,hotel_at_mount_siguniang_search,where_is_mount_siguniang_search,mount_siguniang_weather_search,mount_siguniang_travel_guide_search,mount_siguniang_travel_search,mount_siguniang_travel_strategy_search,mount_siguniang_altitude_search,tickets_to_mount_siguniang_search,ctrip_avg_rating,ctrip_review_volume,qunar_avg_rating,qunar_review_volume,dianping_avg_rating,dianping_review_volume,max_temperature_c,min_temperature_c,tourism_revenue,avg_tourist_spending,accommodation_demand,transport_demand,hotel_capacity,transport_capacity,staff_available,attraction_capacity,resource_utilization_rate_pct,allocation_priority,management_decision
11479,2047-06-08,2047,6,23,41657,15971,990,2811,5297,785,350,1790,2484,799,2.84,3,1.18,0,4.22,6,22.3,4.18,27907013.56,669.92,28020,22608,20332,23349,132,31966,100.0,Critical,Emergency Allocation
11480,2047-06-09,2047,6,23,49811,25155,889,3159,7065,452,1116,4411,1644,756,1.9,3,1.33,0,2.21,10,17.72,1.05,32041093.19,643.25,22266,42857,23425,8944,739,20192,100.0,Critical,Emergency Allocation
11481,2047-06-10,2047,6,24,35670,18591,991,3490,8902,1097,691,6245,1842,980,1.33,7,0.32,0,3.75,11,18.92,1.52,28738701.28,805.68,14971,28092,16699,35380,173,53669,66.46,High,Peak-Demand Allocation
11482,2047-06-11,2047,6,24,32206,11546,363,4293,7607,1080,200,2421,1814,1116,0.69,4,0.0,0,4.98,3,18.73,3.62,22868710.09,710.08,21396,18624,19612,16136,285,21660,100.0,Critical,Emergency Allocation
11483,2047-06-12,2047,6,24,28980,16557,552,1815,4005,707,729,4092,844,1076,1.83,6,0.91,0,3.88,14,13.81,3.87,23124545.73,797.95,15271,25021,14064,35431,462,50526,57.36,Medium,Increase Resources
11484,2047-06-13,2047,6,24,40259,12419,445,1175,5708,502,891,3081,1663,1643,2.46,7,0.0,1,4.13,12,16.14,1.05,28156332.9,699.38,15970,29729,17886,38908,170,34207,100.0,Critical,Emergency Allocation
11485,2047-06-14,2047,6,24,35260,16680,841,1409,5943,422,623,4582,1873,1997,1.66,7,1.32,0,4.34,7,16.26,3.38,20780762.0,589.36,16133,19526,19755,30091,503,45687,77.18,High,Peak-Demand Allocation
11486,2047-06-15,2047,6,24,26990,10232,616,1168,2380,1272,994,8532,2048,1093,2.98,2,0.78,0,2.46,6,13.09,-1.02,21247586.27,787.24,12498,20595,22374,10471,233,41577,64.92,Medium,Increase Resources
11487,2047-06-16,2047,6,24,32350,11095,742,1675,3582,617,172,4109,2553,1266,4.24,2,0.44,0,2.2,8,16.3,-2.12,18439490.17,570.0,14949,24078,9032,27846,426,36249,89.24,Critical,Emergency Allocation
11488,2047-06-17,2047,6,25,28351,16103,623,1552,4346,727,878,3842,1326,1002,4.43,5,0.21,0,4.14,7,16.74,0.84,25265887.41,891.18,17142,24646,13371,9682,200,43986,64.45,Medium,Increase Resources
11489,2047-06-18,2047,6,25,35325,18317,251,2311,8923,818,567,7402,2702,736,1.9,5,0.28,0,4.26,8,13.21,5.87,34320855.97,971.57,17451,24573,20910,12488,563,47700,74.06,High,Peak-Demand Allocation
11490,2047-06-19,2047,6,25,41318,16510,949,3377,5752,0,422,4333,1704,1403,1.24,4,0.36,0,4.59,10,19.62,-1.44,37309849.6,902.99,26449,26169,23223,33520,478,52297,79.01,High,Peak-Demand Allocation
11491,2047-06-20,2047,6,25,28791,17666,203,3168,2657,339,789,3065,1922,1144,2.06,5,0.0,1,4.43,6,13.81,3.89,25151402.71,873.59,11831,13148,27146,30186,668,32278,89.2,Critical,Emergency Allocation
11492,2047-06-21,2047,6,25,34861,15910,489,2091,4225,1425,780,1502,758,1603,2.87,14,0.0,0,4.18,7,12.25,-0.23,24012291.92,688.8,13630,25958,19321,28842,208,40973,85.08,Critical,Emergency Allocation
11493,2047-06-22,2047,6,25,37088,15130,319,2150,5764,0,940,5577,1166,816,2.21,2,0.0,0,4.38,11,18.11,2.32,35766142.35,964.36,26398,17223,6227,22368,167,43165,85.92,Critical,Emergency Allocation
11494,2047-06-23,2047,6,25,26165,12688,437,4299,4471,120,925,2137,2639,1080,3.12,4,0.75,0,3.24,8,12.52,5.02,18011113.82,688.37,19586,14033,26587,11995,665,15333,100.0,Critical,Emergency Allocation
11495,2047-06-24,2047,6,26,39424,17220,735,3081,4248,481,614,3592,1218,500,2.66,10,0.0,0,4.02,6,13.17,-4.15,30547743.4,774.85,16163,19150,19421,14198,534,30451,100.0,Critical,Emergency Allocation
11496,2047-06-25,2047,6,26,40913,17886,1020,2707,6173,285,240,4505,1150,1076,1.83,6,1.03,0,3.27,4,17.11,-1.52,31457106.47,768.88,14656,25670,18487,36620,291,45310,90.3,Critical,Emergency Allocation
11497,2047-06-26,2047,6,26,31867,14002,232,2648,7344,364,189,4782,1956,1194,0.91,3,0.71,0,5.0,5,12.81,0.43,23263696.88,730.02,21635,19480,7341,17465,707,49427,64.47,Medium,Increase Resources
11498,2047-06-27,2047,6,26,40300,13737,508,2283,6976,217,206,1335,2406,806,5.0,4,0.43,0,4.81,8,17.02,1.91,23939037.85,594.02,22194,27891,11755,15089,755,20740,100.0,Critical,Emergency Allocation
11499,2047-06-28,2047,6,26,35149,19639,170,4217,4213,556,485,2150,1777,1091,2.69,3,0.0,0,3.5,5,14.12,-1.08,28856229.66,820.97,20797,29365,27543,23739,551,54796,64.15,Medium,Increase Resources
11500,2047-06-29,2047,6,26,27481,13921,486,2337,4422,736,631,4070,411,1166,3.16,4,0.81,1,3.41,4,12.29,0.5,14425457.65,524.92,15053,15750,8114,23236,715,56238,48.87,Medium,Increase Resources
11501,2047-06-30,2047,6,26,28318,14180,671,2610,4128,745,694,1331,820,316,0.0,2,0.33,0,4.15,5,14.64,-1.2,19276462.66,680.71,16581,21965,13261,33862,734,54835,51.64,Medium,Increase Resources
11502,2047-07-01,2047,7,27,41106,15533,860,1066,6551,312,695,4701,2854,516,1.99,6,0.0,0,4.92,8,11.74,0.49,30508376.52,742.19,15035,36806,6980,18944,407,51017,80.57,High,Peak-Demand Allocation
11503,2047-07-02,2047,7,27,30340,13419,48,1911,3916,934,383,1650,2316,974,0.0,5,0.25,0,3.65,9,16.08,-1.37,27785713.16,915.81,11161,20180,19289,29484,223,28637,100.0,Critical,Emergency Allocation
11504,2047-07-03,2047,7,27,21726,10813,790,1969,1119,638,861,3177,613,799,1.66,2,0.32,0,3.33,3,12.91,-6.47,18029271.43,829.85,13297,19512,21530,37102,664,45282,47.98,Medium,Increase Resources
11505,2047-07-04,2047,7,27,36772,14929,359,2835,5416,958,909,2824,1604,1423,1.22,2,0.23,0,4.29,6,14.4,-0.66,31590634.91,859.09,26012,23076,10349,25344,551,59986,61.3,Medium,Increase Resources
11506,2047-07-05,2047,7,27,28981,13393,286,1747,5466,678,328,4743,3152,1170,0.87,5,1.66,0,5.0,4,8.86,1.39,17041030.43,588.01,12325,21056,18001,10586,484,43354,66.85,High,Peak-Demand Allocation
11507,2047-07-06,2047,7,27,42202,19899,641,2431,3749,480,523,2740,1787,1060,3.48,2,0.0,0,2.82,5,10.32,-2.87,30611187.64,725.35,27563,22817,6908,9031,786,23326,100.0,Critical,Emergency Allocation
11508,2047-07-07,2047,7,27,34523,16134,793,1859,7780,483,692,4559,1236,1243,3.39,2,0.62,0,3.46,4,8.51,-1.62,21316485.59,617.46,15089,27601,14805,16805,545,19806,100.0,Critical,Emergency Allocation
11509,2047-07-08,2047,7,28,27480,11213,584,1424,3434,684,859,5189,686,1253,1.26,3,0.0,0,4.9,9,15.3,2.47,15112623.84,549.95,11757,13223,21159,20382,372,33036,83.18,High,Peak-Demand Allocation
11510,2047-07-09,2047,7,28,32440,15771,302,1374,6927,997,666,3373,1428,703,4.45,2,0.0,0,3.68,6,10.69,-4.16,26545601.8,818.3,23463,22129,27396,29890,761,50511,64.22,Medium,Increase Resources
11511,2047-07-10,2047,7,28,28546,14220,575,2181,1931,593,398,3769,2338,1192,0.39,2,0.23,0,3.33,3,8.83,-3.29,14777482.58,517.67,17007,14033,23875,37579,771,21437,100.0,Critical,Emergency Allocation
11512,2047-07-11,2047,7,28,27259,17648,395,2401,4804,617,299,2328,3289,1648,4.09,1,0.08,0,2.94,6,9.7,-2.84,25169191.79,923.34,15767,15346,24852,9252,367,45246,60.25,Medium,Increase Resources
11513,2047-07-12,2047,7,28,22335,11153,763,2133,2817,736,283,1682,2696,1257,3.24,2,0.83,0,3.99,5,8.89,-8.85,19718203.88,882.84,14288,10846,24279,16886,332,15192,100.0,Critical,Emergency Allocation
11514,2047-07-13,2047,7,28,30314,13572,890,1574,4107,0,460,1383,2048,807,2.69,2,0.0,0,2.36,7,14.99,-6.29,25093406.56,827.78,14276,16517,11733,11242,564,58878,51.49,Medium,Increase Resources
11515,2047-07-14,2047,7,28,20794,12488,868,2150,5575,26,399,3436,1618,156,2.69,3,0.71,0,4.51,10,11.59,-2.98,12000871.55,577.13,12729,12163,18329,31822,533,40545,51.29,Medium,Increase Resources
11516,2047-07-15,2047,7,29,23775,12963,574,1977,3145,598,226,2394,852,366,5.0,1,0.89,1,4.3,0,7.02,-9.72,17028294.49,716.23,17217,10763,13645,26364,541,27957,85.04,Critical,Emergency Allocation
11517,2047-07-16,2047,7,29,26640,9584,889,1351,2880,181,661,3859,1487,978,1.06,5,0.3,0,3.58,3,8.68,-5.75,21608250.46,811.12,9870,18254,20681,14213,364,50719,52.52,Medium,Increase Resources
11518,2047-07-17,2047,7,29,27826,14622,284,2292,3702,418,423,2754,329,555,3.1,3,0.07,0,3.75,6,10.11,-2.61,23612514.81,848.58,15197,13555,10414,21907,747,35107,79.26,High,Peak-Demand Allocation
11519,2047-07-18,2047,7,29,46000,13993,1065,3745,10836,500,592,2413,2294,405,0.0,6,0.84,1,2.75,5,10.41,-7.23,33537334.24,729.07,27618,21278,29100,10244,482,22804,100.0,Critical,Emergency Allocation
11520,2047-07-19,2047,7,29,35088,16953,274,2064,4400,1344,206,2845,1776,1213,4.11,2,0.2,0,3.78,7,9.25,-9.93,22581539.22,643.57,22594,27944,29732,31503,289,17477,100.0,Critical,Emergency Allocation
11521,2047-07-20,2047,7,29,20457,12345,0,945,4260,432,710,515,1540,1349,1.26,6,1.08,0,3.59,4,6.39,-8.19,11686484.11,571.27,12631,18101,29663,14682,458,47617,42.96,Medium,Increase Resources
11522,2047-07-21,2047,7,29,24437,10864,934,3409,4752,0,666,4455,549,454,5.0,4,0.4,0,3.03,4,10.24,-6.57,19688463.47,805.68,14720,19484,16757,15754,688,38758,63.05,Medium,Increase Resources
11523,2047-07-22,2047,7,30,27978,14993,349,3215,912,555,734,2510,1846,1485,3.01,4,0.76,1,4.99,6,8.59,-3.37,18117300.26,647.56,19950,19084,28877,10615,756,49034,57.06,Medium,Increase Resources
11524,2047-07-23,2047,7,30,24195,9377,576,3349,5560,834,449,2431,1399,629,2.41,3,0.93,0,5.0,7,9.48,-7.1,17046725.18,704.56,14075,12513,14156,21014,453,40015,60.46,Medium,Increase Resources
11525,2047-07-24,2047,7,30,28832,15880,250,2081,5151,659,419,5380,1910,934,3.2,3,0.53,0,3.88,7,2.71,-11.3,24374225.81,845.39,15147,25673,26155,22719,539,17018,100.0,Critical,Emergency Allocation
11526,2047-07-25,2047,7,30,29045,15799,1196,1436,912,630,605,2485,1538,155,4.01,2,1.4,0,3.56,6,8.43,-9.75,22105362.58,761.07,20903,21518,12954,21297,736,40239,72.18,High,Peak-Demand Allocation
11527,2047-07-26,2047,7,30,41197,16337,1040,1328,8133,204,748,3816,2316,1185,2.57,5,0.98,0,3.65,7,10.73,-9.04,24619905.33,597.61,29608,27402,21086,29421,412,40723,100.0,Critical,Emergency Allocation
11528,2047-07-27,2047,7,30,17037,13183,958,3043,3779,310,454,515,252,196,3.65,4,0.36,0,3.77,4,7.3,-5.64,10607655.86,622.62,6990,7917,20901,16427,224,26292,64.8,Medium,Increase Resources
11529,2047-07-28,2047,7,30,22092,10090,545,3423,1731,154,111,1926,1715,213,1.81,3,0.8,1,4.33,5,6.62,-9.07,11966913.36,541.69,12201,15485,21661,25615,140,24831,88.97,Critical,Emergency Allocation
11530,2047-07-29,2047,7,31,28902,12103,791,1262,4274,189,351,4579,2173,891,1.79,2,1.06,0,3.07,2,4.92,-10.86,19357014.09,669.75,13531,13122,18108,9507,320,44817,64.49,Medium,Increase Resources
11531,2047-07-30,2047,7,31,17351,12980,497,945,2042,368,745,4131,1666,173,0.88,6,0.81,0,3.58,5,1.58,-8.55,11910434.54,686.44,8726,8108,18974,10765,409,21252,81.64,High,Peak-Demand Allocation
11532,2047-07-31,2047,7,31,18078,9619,822,2001,912,758,613,3807,1481,741,1.26,2,0.22,0,4.75,1,6.47,-7.55,9884275.68,546.76,7650,10415,14263,22667,577,52007,34.76,Low,Normal Allocation
11533,2047-08-01,2047,8,31,24828,16176,388,1233,3125,1440,507,1556,2516,248,3.12,4,0.03,0,3.56,1,4.93,-11.16,18782469.19,756.5,10440,15164,18473,13333,221,58831,42.2,Medium,Increase Resources
11534,2047-08-02,2047,8,31,30775,13471,943,1387,3175,478,342,3090,593,1176,1.54,3,0.48,0,3.38,7,9.3,-7.49,22093414.53,717.9,15039,17048,6189,21922,554,29364,100.0,Critical,Emergency Allocation
11535,2047-08-03,2047,8,31,21863,8250,366,1772,912,611,807,2133,538,1109,3.54,3,0.33,0,4.17,5,2.9,-5.87,11064430.36,506.08,7723,11251,13151,29065,694,52286,41.81,Medium,Increase Resources
11536,2047-08-04,2047,8,31,29674,17895,394,2309,2120,0,201,3211,1458,439,3.77,1,0.25,0,4.52,1,5.89,-11.61,26752439.07,901.54,13403,17683,6447,29026,587,17115,100.0,Critical,Emergency Allocation
11537,2047-08-05,2047,8,32,24727,11578,356,1284,1635,258,428,3993,2030,1040,0.69,4,0.41,0,3.17,4,6.45,-7.62,13848740.05,560.07,14361,15050,24237,29244,611,48794,50.68,Medium,Increase Resources
11538,2047-08-06,2047,8,32,21602,7342,537,2050,2822,943,527,2935,1660,456,3.55,3,0.18,0,4.81,9,6.13,-10.62,18504492.77,856.61,12099,16093,27110,18200,121,40478,53.37,Medium,Increase Resources
11539,2047-08-07,2047,8,32,13155,8199,370,1814,4601,435,512,4191,2360,1080,3.25,2,0.85,0,3.41,6,2.98,-11.15,5193357.16,394.78,7042,7850,26882,34934,642,59696,22.04,Low,Normal Allocation
11540,2047-08-08,2047,8,32,24991,16247,611,945,3661,361,239,4257,2662,800,2.95,3,0.0,0,2.9,1,3.96,-10.57,16753641.22,670.39,11389,21059,26913,13077,607,47218,52.93,Medium,Increase Resources
11541,2047-08-09,2047,8,32,23416,17363,336,2358,3319,1408,592,789,1061,1248,3.36,3,0.0,0,5.0,2,5.63,-8.52,19441977.26,830.29,11532,14182,26039,12043,304,15566,100.0,Critical,Emergency Allocation
11542,2047-08-10,2047,8,32,25746,14445,688,1499,912,804,538,515,1878,478,2.28,2,0.02,0,4.51,7,3.99,-13.82,18473407.38,717.53,12547,14484,15082,26351,248,17504,100.0,Critical,Emergency Allocation
11543,2047-08-11,2047,8,32,24716,15466,888,945,3271,654,443,4062,1909,692,2.43,2,1.42,0,2.51,0,5.11,-12.64,19620123.64,793.82,14825,13944,23462,14619,387,25452,97.11,Critical,Emergency Allocation
11544,2047-08-12,2047,8,33,20964,15045,481,1240,1336,357,494,2615,1846,891,4.19,4,0.43,0,4.1,5,0.12,-10.68,16025961.5,764.45,9305,12686,28209,14300,566,20538,100.0,Critical,Emergency Allocation
11545,2047-08-13,2047,8,33,27447,12674,1077,2018,912,470,278,4586,990,1340,1.89,5,0.29,0,4.54,7,3.2,-10.76,21617784.94,787.62,18978,22021,28799,19186,536,18882,100.0,Critical,Emergency Allocation
11546,2047-08-14,2047,8,33,29679,11816,767,1872,4820,1118,802,2966,1005,743,0.65,5,1.41,0,3.63,3,5.41,-6.73,19698587.36,663.72,18679,17738,28496,31645,670,55904,53.09,Medium,Increase Resources
11547,2047-08-15,2047,8,33,19265,12495,1047,2369,912,1147,688,4814,1274,314,4.62,0,0.0,0,2.88,5,3.13,-9.26,12181244.32,632.3,12905,12092,19915,10539,244,53471,36.03,Low,Normal Allocation
11548,2047-08-16,2047,8,33,22196,13122,427,2180,3357,174,242,3550,2104,61,2.72,3,0.0,0,4.4,3,-1.1,-10.4,14463701.27,651.64,9149,14474,17873,22953,272,38862,57.11,Medium,Increase Resources
11549,2047-08-17,2047,8,33,11979,7893,0,945,2284,0,348,2967,252,579,3.99,3,0.0,0,5.0,6,3.64,-5.0,7540479.83,629.47,7482,5943,14897,9613,141,56666,21.14,Low,Normal Allocation
11550,2047-08-18,2047,8,33,22771,12993,240,945,1420,371,634,1757,1733,682,2.76,4,0.95,0,3.59,4,2.57,-17.3,16226298.25,712.59,12373,14868,26637,37523,287,41471,54.91,Medium,Increase Resources
11551,2047-08-19,2047,8,34,28252,15480,265,1878,5307,617,525,1548,620,61,2.45,0,0.0,0,3.67,3,0.77,-12.53,20962599.15,741.99,11610,12833,26372,29196,354,19484,100.0,Critical,Emergency Allocation
11552,2047-08-20,2047,8,34,17708,9597,164,2300,2006,977,404,515,1764,688,3.07,6,0.0,1,2.62,3,5.13,-13.99,15271421.58,862.4,11739,12732,18907,9641,563,54335,32.59,Low,Normal Allocation
11553,2047-08-21,2047,8,34,16051,9169,0,1581,2104,305,157,3234,1012,988,5.0,3,0.33,0,3.38,3,4.68,-17.3,10091726.46,628.73,7762,12940,21448,19004,208,51027,31.46,Low,Normal Allocation
11554,2047-08-22,2047,8,34,18047,11880,711,2304,1716,216,177,1027,1789,110,0.99,4,0.46,1,2.74,4,1.04,-11.47,8030608.61,444.98,8375,12234,9893,36871,364,38222,47.22,Medium,Increase Resources
11555,2047-08-23,2047,8,34,6563,7886,0,945,3332,723,388,1839,2099,392,0.39,1,0.87,0,2.1,1,2.85,-16.45,4566810.63,695.84,3292,5041,7077,29897,683,49208,13.34,Low,Normal Allocation
11556,2047-08-24,2047,8,34,5120,6220,678,1428,2705,7,736,2168,252,61,2.06,0,0.0,0,3.75,4,2.05,-17.3,3441384.36,672.15,2012,4249,25869,24918,517,41359,12.38,Low,Normal Allocation
11557,2047-08-25,2047,8,34,22474,14075,1027,945,1707,243,622,1379,664,442,3.98,3,0.87,0,4.06,4,0.19,-12.17,17168326.94,763.92,10893,13128,24402,25982,413,45695,49.18,Medium,Increase Resources
11558,2047-08-26,2047,8,35,18063,8430,194,2294,1288,325,502,2460,1256,378,1.25,1,0.0,0,3.3,2,4.9,-15.87,8873642.43,491.26,12329,13111,21055,14920,270,31734,56.92,Medium,Increase Resources
11559,2047-08-27,2047,8,35,17092,10025,517,945,2852,294,525,515,858,980,0.93,2,0.0,0,2.46,3,0.31,-10.95,12593458.41,736.8,11324,11193,17547,24135,499,53481,31.96,Low,Normal Allocation
11560,2047-08-28,2047,8,35,6549,7778,294,3433,1735,764,0,2188,252,576,0.84,1,0.0,0,2.84,5,1.12,-15.45,3425663.16,523.08,2302,3700,12545,34865,327,50184,13.05,Low,Normal Allocation
11561,2047-08-29,2047,8,35,30020,14335,635,1247,5989,500,424,3126,1309,823,4.05,3,0.0,0,2.91,2,0.51,-13.64,14102577.54,469.77,13540,26825,18804,29110,637,51589,58.19,Medium,Increase Resources
11562,2047-08-30,2047,8,35,28579,12808,66,2343,1920,120,420,515,252,952,3.22,3,0.52,0,4.71,3,1.95,-9.97,15077677.37,527.58,17938,19499,13319,14097,428,42651,67.01,High,Peak-Demand Allocation
11563,2047-08-31,2047,8,35,24761,8935,361,1240,3447,224,27,1038,2167,1514,1.53,3,0.0,0,4.37,6,5.22,-10.58,14064814.01,568.02,15589,22090,22754,8087,537,20746,100.0,Critical,Emergency Allocation
11564,2047-09-01,2047,9,35,20996,6220,709,2784,2663,1282,839,4183,843,672,3.17,3,0.81,0,3.85,3,3.64,-15.52,8997751.84,428.55,13654,17701,7808,10563,144,52700,39.84,Low,Normal Allocation
11565,2047-09-02,2047,9,36,14099,8479,379,2743,2288,0,449,1919,848,226,1.66,0,0.0,0,3.08,4,5.9,-17.07,7773052.9,551.32,6724,7266,28466,29140,144,55694,25.32,Low,Normal Allocation
11566,2047-09-03,2047,9,36,21928,11648,0,1355,4409,0,469,964,2037,238,0.63,2,1.74,0,4.39,2,2.94,-14.75,11480826.22,523.57,8983,11081,24491,8908,359,17391,100.0,Critical,Emergency Allocation
11567,2047-09-04,2047,9,36,23600,10273,735,1856,3817,0,176,3184,252,757,4.19,2,0.32,0,3.4,5,2.05,-14.69,12036761.18,510.03,8971,18887,7193,24987,624,47951,49.22,Medium,Increase Resources
11568,2047-09-05,2047,9,36,16993,9956,22,2698,3765,398,399,515,265,819,1.12,0,0.71,0,3.48,3,-1.1,-16.83,8067783.68,474.77,7386,8248,26162,16281,747,25727,66.05,High,Peak-Demand Allocation
11569,2047-09-06,2047,9,36,19120,10278,405,1866,3728,687,372,515,1113,714,0.1,1,0.37,0,2.12,5,1.5,-11.71,9989002.06,522.44,12007,13783,28413,24760,331,29016,65.89,High,Peak-Demand Allocation
11570,2047-09-07,2047,9,36,11756,12157,544,945,912,246,759,540,1496,317,1.37,5,0.3,0,2.35,6,-0.94,-17.3,8975096.66,763.45,4410,7301,19269,24903,268,20302,57.91,Medium,Increase Resources
11571,2047-09-08,2047,9,36,16417,9319,412,1653,3500,86,546,4086,605,1167,2.8,1,0.35,0,3.69,5,-1.1,-16.27,11268700.24,686.4,5949,7685,20025,15618,156,33873,48.47,Medium,Increase Resources
11572,2047-09-09,2047,9,37,18179,11007,1087,950,2247,24,376,515,252,558,3.58,2,0.52,0,3.91,1,-0.98,-16.44,10912594.36,600.29,13305,12522,24673,39133,793,45050,40.35,Medium,Increase Resources
11573,2047-09-10,2047,9,37,10942,6220,580,1708,1754,0,0,1835,1081,226,2.6,1,0.35,0,4.67,5,-0.89,-17.3,9524158.9,870.42,5566,8864,28300,25534,359,59205,18.48,Low,Normal Allocation
11574,2047-09-11,2047,9,37,41353,18307,316,945,8892,836,53,3697,1052,1115,3.49,2,0.12,0,3.5,3,-1.1,-17.3,32596841.15,788.26,26439,33524,28788,16912,579,45597,90.69,Critical,Emergency Allocation
11575,2047-09-12,2047,9,37,8429,8345,539,1885,912,204,0,515,840,1322,3.11,5,0.0,0,3.67,4,-1.0,-17.3,6621384.72,785.55,3027,6809,17292,38383,306,22335,37.74,Low,Normal Allocation
11576,2047-09-13,2047,9,37,21677,10022,428,945,2475,350,251,515,1150,1227,2.08,3,0.68,0,2.14,4,5.23,-14.69,15557745.57,717.71,12059,16340,10510,30857,706,29248,74.11,High,Peak-Demand Allocation
11577,2047-09-14,2047,9,37,13338,11265,380,945,2317,569,437,5155,1826,65,0.46,2,0.36,0,3.13,1,-1.1,-15.29,10440458.36,782.76,5837,7176,29104,22012,154,20148,66.2,High,Peak-Demand Allocation
11578,2047-09-15,2047,9,37,13180,7818,434,945,2466,754,339,2097,1104,1301,2.45,1,0.19,0,3.0,7,0.47,-17.3,9363146.78,710.41,7172,6136,25792,9869,298,53069,24.84,Low,Normal Allocation
11579,2047-09-16,2047,9,38,4921,9258,243,1410,912,188,462,893,1385,367,1.87,4,0.0,0,3.85,4,0.41,-17.3,2488541.1,505.7,2250,4401,16386,27559,177,54536,9.02,Low,Normal Allocation
11580,2047-09-17,2047,9,38,18674,9192,422,945,2997,0,790,1630,1384,293,3.57,3,0.34,0,4.46,1,0.47,-16.12,13676913.65,732.4,12268,16008,12041,36881,739,44718,41.76,Medium,Increase Resources
11581,2047-09-18,2047,9,38,17161,6220,220,945,912,256,109,3017,1282,700,0.82,3,0.29,0,3.79,4,-0.54,-14.76,12777590.85,744.57,11280,10918,28576,32918,503,31090,55.2,Medium,Increase Resources
11582,2047-09-19,2047,9,38,17029,10698,0,2194,3083,216,106,515,816,440,3.37,1,0.0,0,3.57,0,0.58,-15.6,12444238.63,730.77,6144,10885,24160,33001,530,25254,67.43,High,Peak-Demand Allocation
11583,2047-09-20,2047,9,38,14713,6220,678,2291,2845,65,342,1125,1269,322,0.0,2,0.0,0,2.67,3,-1.1,-17.3,10711536.31,728.03,10898,11683,16790,23861,190,38451,38.26,Low,Normal Allocation
11584,2047-09-21,2047,9,38,21572,15259,199,945,2116,0,0,3077,1909,378,4.25,1,0.75,0,3.17,1,-1.1,-12.7,13953113.92,646.82,14919,15980,24797,19936,551,43684,49.38,Medium,Increase Resources
11585,2047-09-22,2047,9,38,19973,11882,396,1023,2417,394,299,4101,582,611,2.6,1,0.71,0,4.06,4,-1.1,-17.3,12354624.61,618.57,8593,13920,24573,15019,232,24145,82.72,High,Peak-Demand Allocation
11586,2047-09-23,2047,9,39,22365,11328,143,2602,5392,720,211,4080,252,389,1.34,3,0.0,0,3.68,2,4.1,-16.42,9754338.95,436.14,15065,15140,13828,33601,383,21251,100.0,Critical,Emergency Allocation
11587,2047-09-24,2047,9,39,15691,6220,150,1843,3574,869,30,1995,1590,855,2.63,2,0.49,0,2.01,3,-1.1,-17.3,12018173.61,765.93,11097,9228,18682,31770,376,49352,31.79,Low,Normal Allocation
11588,2047-09-25,2047,9,39,12219,6288,63,1859,2839,0,23,4141,578,484,3.86,3,0.43,0,3.86,4,-1.1,-16.84,7739857.81,633.43,6817,8371,24825,25588,709,22937,53.27,Medium,Increase Resources
11589,2047-09-26,2047,9,39,23766,13913,619,1990,3286,869,193,515,1512,209,3.31,2,0.3,0,4.08,3,0.97,-17.3,14462674.05,608.54,9379,19977,11484,11848,742,42906,55.39,Medium,Increase Resources
11590,2047-09-27,2047,9,39,30980,23569,686,945,2590,0,155,2037,252,65,1.92,1,0.25,0,2.64,4,1.53,-17.3,13504404.37,435.91,13029,20129,11818,12467,274,32719,94.69,Critical,Emergency Allocation
11591,2047-09-28,2047,9,39,23225,13211,359,1688,3507,304,229,515,575,720,3.99,3,0.74,1,4.27,3,-0.93,-12.21,16743434.88,720.92,16685,14138,24703,13255,351,54400,42.69,Medium,Increase Resources
11592,2047-09-29,2047,9,39,18996,12651,201,1905,1419,617,603,3996,1298,598,3.06,0,0.09,0,4.12,4,-1.1,-17.3,15351028.6,808.12,10893,12985,14481,19538,634,49042,38.73,Low,Normal Allocation
11593,2047-09-30,2047,9,40,23903,10852,0,1594,6486,444,537,2479,813,717,2.92,4,1.28,0,4.41,5,-0.98,-13.66,9576618.55,400.65,16837,18152,26863,36228,418,46222,51.71,Medium,Increase Resources
11594,2047-10-01,2047,10,40,9378,6220,573,1167,2842,745,393,4517,1402,581,1.32,1,0.39,0,4.06,2,-1.1,-17.3,6197107.48,660.81,6910,5740,16121,34912,474,54584,17.18,Low,Normal Allocation
11595,2047-10-02,2047,10,40,25120,12488,161,1460,7590,0,455,872,1662,723,2.35,1,0.94,0,4.44,3,-0.66,-10.19,10387167.96,413.5,15501,21781,11325,9899,778,26376,95.24,Critical,Emergency Allocation
11596,2047-10-03,2047,10,40,20218,6220,37,945,6491,186,81,515,937,268,4.61,0,0.16,0,3.59,4,-1.1,-14.23,14768486.25,730.46,14120,16146,23538,26257,347,55042,36.73,Low,Normal Allocation
11597,2047-10-04,2047,10,40,9865,6220,358,2022,1593,179,442,3014,933,473,1.39,4,0.57,0,4.22,1,-1.1,-16.86,8132104.58,824.34,4272,7236,24909,15395,521,16687,59.12,Medium,Increase Resources
11598,2047-10-05,2047,10,40,13350,6220,256,945,2931,649,85,1549,842,1198,1.25,1,0.09,0,3.69,4,-1.1,-17.3,8682944.66,650.41,6310,7908,8517,34490,299,57293,23.3,Low,Normal Allocation
11599,2047-10-06,2047,10,40,20924,12416,0,945,3159,169,436,3469,838,658,0.93,0,0.12,0,3.1,6,-1.1,-17.3,15711436.84,750.88,10461,17946,26343,15726,434,49417,42.34,Medium,Increase Resources
